"id_unique","rf15_no","rf15_show","rf15a","rf15b","rf15b_other","wgt"
"S34_80",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5449
"S34_90",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5449
"S34_90",2,"VEHICLE",3,,,5449
"S34_90",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5449
"S34_90",1,"LAND/PROPERTY/BUILDINGS",1,2,,5449
"S34_92",1,"LAND/PROPERTY/BUILDINGS",1,2,,5449
"S34_92",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5449
"S34_92",2,"VEHICLE",1,2,,5449
"S34_92",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5449
"S35_11",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_11",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_11",2,"VEHICLE",3,,,4741
"S35_11",1,"LAND/PROPERTY/BUILDINGS",1,3,,4741
"S35_12",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_12",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_12",1,"LAND/PROPERTY/BUILDINGS",1,4,,4741
"S35_12",2,"VEHICLE",1,4,,4741
"S35_18",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_18",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_18",2,"VEHICLE",3,,,4741
"S35_18",1,"LAND/PROPERTY/BUILDINGS",1,3,,4741
"S35_26",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_26",1,"LAND/PROPERTY/BUILDINGS",1,3,,4741
"S35_26",2,"VEHICLE",3,,,4741
"S35_26",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_30",1,"LAND/PROPERTY/BUILDINGS",1,5,,4741
"S35_30",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_30",2,"VEHICLE",3,,,4741
"S35_30",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_31",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_31",1,"LAND/PROPERTY/BUILDINGS",3,,,4741
"S35_31",2,"VEHICLE",1,3,,4741
"S35_31",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_35",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_35",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_35",2,"VEHICLE",3,,,4741
"S35_35",1,"LAND/PROPERTY/BUILDINGS",1,3,,4741
"S35_37",2,"VEHICLE",3,,,4741
"S35_37",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_37",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_37",1,"LAND/PROPERTY/BUILDINGS",1,2,,4741
"S35_41",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_41",2,"VEHICLE",1,2,,4741
"S35_41",1,"LAND/PROPERTY/BUILDINGS",1,2,,4741
"S35_41",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_46",2,"VEHICLE",3,,,4741
"S35_46",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_46",1,"LAND/PROPERTY/BUILDINGS",1,5,,4741
"S35_46",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_48",2,"VEHICLE",3,,,4741
"S35_48",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_48",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_48",1,"LAND/PROPERTY/BUILDINGS",1,5,,4741
"S35_49",1,"LAND/PROPERTY/BUILDINGS",1,2,,4741
"S35_49",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_49",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_49",2,"VEHICLE",1,3,,4741
"S35_52",1,"LAND/PROPERTY/BUILDINGS",1,2,,4741
"S35_52",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_52",2,"VEHICLE",3,,,4741
"S35_52",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_56",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_56",1,"LAND/PROPERTY/BUILDINGS",3,,,4741
"S35_56",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_56",2,"VEHICLE",1,2,,4741
"S35_7",1,"LAND/PROPERTY/BUILDINGS",1,2,,4741
"S35_7",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_7",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_7",2,"VEHICLE",3,,,4741
"S35_81",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,4741
"S35_81",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,4741
"S35_81",2,"VEHICLE",3,,,4741
"S35_81",1,"LAND/PROPERTY/BUILDINGS",1,3,,4741
"S36_1",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_1",2,"VEHICLE",1,2,,5823
"S36_1",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_1",1,"LAND/PROPERTY/BUILDINGS",3,,,5823
"S36_11",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_11",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_11",2,"VEHICLE",3,,,5823
"S36_11",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_12",2,"VEHICLE",3,,,5823
"S36_12",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_12",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_12",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,5823
"S36_13",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_13",2,"VEHICLE",3,,,5823
"S36_13",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_13",1,"LAND/PROPERTY/BUILDINGS",1,3,,5823
"S36_16",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_16",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_16",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_16",2,"VEHICLE",3,,,5823
"S36_19",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_19",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_19",1,"LAND/PROPERTY/BUILDINGS",1,5,,5823
"S36_19",2,"VEHICLE",3,,,5823
"S36_20",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_20",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_20",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_20",2,"VEHICLE",3,,,5823
"S36_26",1,"LAND/PROPERTY/BUILDINGS",1,4,,5823
"S36_26",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_26",2,"VEHICLE",3,,,5823
"S36_26",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_28",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_28",2,"VEHICLE",3,,,5823
"S36_28",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_28",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_31",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_31",2,"VEHICLE",3,,,5823
"S36_31",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_31",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_36",2,"VEHICLE",1,2,,5823
"S36_36",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_36",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_36",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_39",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_39",2,"VEHICLE",3,,,5823
"S36_39",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_39",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_41",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_41",2,"VEHICLE",3,,,5823
"S36_41",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_41",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_47",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_47",2,"VEHICLE",3,,,5823
"S36_47",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_47",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_5",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_5",1,"LAND/PROPERTY/BUILDINGS",1,3,,5823
"S36_5",2,"VEHICLE",3,,,5823
"S36_5",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_67",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_67",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_67",2,"VEHICLE",3,,,5823
"S36_67",1,"LAND/PROPERTY/BUILDINGS",1,5,,5823
"S36_8",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_8",2,"VEHICLE",3,,,5823
"S36_8",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_8",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S36_9",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5823
"S36_9",2,"VEHICLE",3,,,5823
"S36_9",1,"LAND/PROPERTY/BUILDINGS",1,2,,5823
"S36_9",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5823
"S37_1",2,"VEHICLE",1,2,,5716
"S37_1",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_1",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_1",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_11",2,"VEHICLE",1,2,,5716
"S37_11",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_11",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_11",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_114",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_114",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_114",1,"LAND/PROPERTY/BUILDINGS",3,,,5716
"S37_114",2,"VEHICLE",1,3,,5716
"S37_120",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_120",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_120",2,"VEHICLE",1,3,,5716
"S37_120",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_122",2,"VEHICLE",1,2,,5716
"S37_122",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_122",1,"LAND/PROPERTY/BUILDINGS",3,,,5716
"S37_122",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_135",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_135",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_135",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_135",2,"VEHICLE",1,2,,5716
"S37_1361",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_1361",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_1361",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_1361",2,"VEHICLE",1,4,,5716
"S37_1368",2,"VEHICLE",1,4,,5716
"S37_1368",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5716
"S37_1368",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,5716
"S37_1368",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_1381",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_1381",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_1381",2,"VEHICLE",1,2,,5716
"S37_1381",1,"LAND/PROPERTY/BUILDINGS",3,,,5716
"S37_139",2,"VEHICLE",1,2,,5716
"S37_139",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_139",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_139",1,"LAND/PROPERTY/BUILDINGS",3,,,5716
"S37_140",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_140",2,"VEHICLE",1,2,,5716
"S37_140",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_140",1,"LAND/PROPERTY/BUILDINGS",3,,,5716
"S37_143",2,"VEHICLE",3,,,5716
"S37_143",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_143",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_143",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_144",2,"VEHICLE",3,,,5716
"S37_144",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_144",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_144",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_156",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_156",2,"VEHICLE",1,5,,5716
"S37_156",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_156",1,"LAND/PROPERTY/BUILDINGS",1,5,,5716
"S37_164",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_164",2,"VEHICLE",1,2,,5716
"S37_164",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_164",1,"LAND/PROPERTY/BUILDINGS",3,,,5716
"S37_165",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_165",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_165",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_165",2,"VEHICLE",1,2,,5716
"S37_170",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_170",2,"VEHICLE",1,4,,5716
"S37_170",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_170",1,"LAND/PROPERTY/BUILDINGS",1,4,,5716
"S37_2",2,"VEHICLE",1,2,,5716
"S37_2",1,"LAND/PROPERTY/BUILDINGS",1,5,,5716
"S37_2",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_2",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_202",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_202",2,"VEHICLE",1,2,,5716
"S37_202",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_202",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_205",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_205",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_205",2,"VEHICLE",1,2,,5716
"S37_205",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_210",1,"LAND/PROPERTY/BUILDINGS",1,5,,5716
"S37_210",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_210",2,"VEHICLE",1,2,,5716
"S37_210",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_223",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_223",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_223",2,"VEHICLE",1,2,,5716
"S37_223",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_234",2,"VEHICLE",1,4,,5716
"S37_234",1,"LAND/PROPERTY/BUILDINGS",1,4,,5716
"S37_234",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_234",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_237",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_237",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_237",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,95,"SISTER/BROTHER IN LAW (NON HH MEMBER)",5716
"S37_237",2,"VEHICLE",1,2,,5716
"S37_238",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_238",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_238",2,"VEHICLE",1,3,,5716
"S37_238",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_240",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_240",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_240",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_240",2,"VEHICLE",1,3,,5716
"S37_246",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_246",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_246",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_246",2,"VEHICLE",1,4,,5716
"S37_249",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_249",1,"LAND/PROPERTY/BUILDINGS",3,,,5716
"S37_249",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_249",2,"VEHICLE",1,4,,5716
"S37_288",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_288",2,"VEHICLE",1,2,,5716
"S37_288",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_288",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_29",2,"VEHICLE",1,3,,5716
"S37_29",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_29",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_29",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_301",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_301",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_301",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_301",2,"VEHICLE",3,,,5716
"S37_313",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_313",2,"VEHICLE",3,,,5716
"S37_313",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_313",1,"LAND/PROPERTY/BUILDINGS",1,4,,5716
"S37_321",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_321",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_321",2,"VEHICLE",1,2,,5716
"S37_321",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_328",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_328",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_328",1,"LAND/PROPERTY/BUILDINGS",1,4,,5716
"S37_328",2,"VEHICLE",1,4,,5716
"S37_331",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,5716
"S37_331",2,"VEHICLE",1,3,,5716
"S37_331",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_331",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_335",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_335",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_335",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_335",2,"VEHICLE",1,2,,5716
"S37_340",2,"VEHICLE",1,2,,5716
"S37_340",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_340",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_340",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_345",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_345",2,"VEHICLE",1,2,,5716
"S37_345",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_345",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_352",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_352",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_352",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_352",2,"VEHICLE",1,2,,5716
"S37_361",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_361",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_361",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_361",2,"VEHICLE",3,,,5716
"S37_365",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_365",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_365",2,"VEHICLE",1,2,,5716
"S37_365",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_373",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_373",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_373",2,"VEHICLE",1,4,,5716
"S37_373",1,"LAND/PROPERTY/BUILDINGS",1,4,,5716
"S37_382",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_382",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_382",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_382",2,"VEHICLE",1,4,,5716
"S37_387",1,"LAND/PROPERTY/BUILDINGS",3,,,5716
"S37_387",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_387",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_387",2,"VEHICLE",1,2,,5716
"S37_389",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_389",2,"VEHICLE",1,2,,5716
"S37_389",1,"LAND/PROPERTY/BUILDINGS",1,5,,5716
"S37_389",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5716
"S37_4",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_4",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_4",2,"VEHICLE",1,5,,5716
"S37_4",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_407",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_407",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_407",2,"VEHICLE",1,3,,5716
"S37_407",1,"LAND/PROPERTY/BUILDINGS",1,2,,5716
"S37_412",2,"VEHICLE",1,2,,5716
"S37_412",1,"LAND/PROPERTY/BUILDINGS",1,5,,5716
"S37_412",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_412",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_42",2,"VEHICLE",1,3,,5716
"S37_42",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5716
"S37_42",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5716
"S37_42",1,"LAND/PROPERTY/BUILDINGS",1,3,,5716
"S37_430",2,"VEHICLE",1,3,,5716
