"id_unique","rf05_no","rf05a","rf05b","rf05c","rf05d","rf05e","wgt"
"S8_86",1,25000000,2020,3,"BRI",3,2518
"S8_90",1,50000000,2020,1,"BRI",3,2518
"S9_10",1,25000000,2018,1,"BRI SYARIAH",3,998
"S9_11",1,25000000,2019,3,"BANK MANDIRI",3,998
"S9_12",1,15000000,2019,1,"BANK MANDIRI",3,998
"S9_21",1,25000000,2017,1,"BANK MANDIRI",3,998
"S9_21",2,25000000,2018,4,"BANK MANDIRI",3,998
"S9_30",2,25000000,2020,3,"BANK MANDIRI",3,998
"S9_30",1,25000000,2019,3,"BANK MANDIRI",3,998
"S9_33",1,25000000,2017,3,"BNI",3,998
"S9_37",1,25000000,2017,1,"BPD KALIMANTAN BARAT",3,998
"S9_41",1,20000000,2019,1,"BANK MANDIRI",3,998
"S9_41",2,50000000,2020,1,"BANK MANDIRI",3,998
"S9_43",3,20000000,2016,3,"BANK MANDIRI",3,998
"S9_43",2,25000000,2014,3,"BRI",3,998
"S9_43",5,200000000,2019,3,"BANK MANDIRI",3,998
"S9_43",1,7000000,2011,3,"BRI",3,998
"S9_43",4,50000000,2018,3,"BANK MANDIRI",3,998
"S9_48",1,25000000,2019,3,"BRI SYARIAH",3,998
"S9_52",1,25000000,2019,1,"BANK MANDIRI",3,998
"S9_54",1,11000000,2020,1,"BRI SYARIAH",3,998
"S9_55",1,20000000,2019,1,"BPD KALTIMTARA",3,998
"S9_61",1,25000000,2019,1,"BANK MANDIRI",3,998
"S9_67",2,15000000,2020,1,"BNI",3,998
"S9_67",1,10000000,2018,1,"BNI",3,998
"S9_7",1,7500000,2019,1,"BRI SYARIAH",3,998
