"id_unique","rf05_no","rf05a","rf05b","rf05c","rf05d","rf05e","wgt"
"S38_96",1,25000000,2016,3,"BRI",3,6340
"S38_99",2,10000000,2019,3,"BTPN",3,6340
"S38_99",1,10000000,2016,3,"BRI",3,6340
"S39_106",1,50000000,2020,2,"BRI",3,457
"S39_112",1,50000000,2020,3,"BRI",3,457
"S39_18",1,170000000,2019,3,"BRI",3,457
"S39_28",1,100000000,2018,3,"BRI",3,457
"S39_3",1,30000000,2020,3,"BRI",3,457
"S39_30",1,50000000,2020,3,"BRI",3,457
"S39_31",1,50000000,2020,3,"BRI",3,457
"S39_4",1,100000000,2019,3,"BRI",1,457
"S39_49",1,200000000,2018,3,"BRI",3,457
"S39_51",1,45000000,2020,3,"BRI",3,457
"S39_53",1,100000000,2017,3,"BRI",1,457
"S39_54",3,50000000,2020,3,"BRI",3,457
"S39_54",1,10000000,2015,3,"BRI",3,457
"S39_54",2,25000000,2017,4,"BANK MANDIRI",3,457
"S39_62",1,50000000,2020,1,"BRI",3,457
"S39_76",2,50000000,2020,3,"BRI",3,457
"S39_76",1,5000000,2006,3,"BRI",3,457
"S39_8",1,150000000,2018,2,"BRI",3,457
"S39_96",1,150000000,2016,1,"BRI",1,457
"S3_121",1,100000000,2019,1,"BANK MANDIRI",3,5884
"S3_128",1,200000000,2019,1,"BANK MANDIRI",3,5884
"S3_13",1,150000000,2019,98,"BNI",3,5884
"S3_138",1,50000000,2019,1,"BANK MANDIRI",3,5884
"S3_139",1,40000000,2020,1,"BANK MANDIRI",1,5884
"S3_166",1,100000000,2017,1,"BANK MANDIRI",3,5884
"S3_166",2,30000000,2018,4,"BRI",3,5884
"S3_173",1,200000000,2018,98,"BANK MANDIRI",3,5884
"S3_176",1,75000000,2018,98,"BANK MANDIRI",3,5884
"S3_213",1,200000000,2018,3,"BANK MANDIRI",3,5884
"S3_227",1,200000000,2019,1,"BANK MANDIRI",3,5884
"S3_259",1,200000000,2019,1,"BPD DI YOGYAKARTA",3,5884
"S3_26",1,200000000,2019,1,"BANK MANDIRI",3,5884
"S3_268",1,100000000,2015,3,"BANK MANDIRI",3,5884
"S3_268",2,150000000,2019,3,"BANK MANDIRI",3,5884
"S3_283",1,100000000,2017,3,"BANK MANDIRI",3,5884
"S3_308",1,200000000,2017,1,"BANK MANDIRI",3,5884
"S3_311",1,100000000,2019,3,"BANK MANDIRI",3,5884
"S3_313",1,40000000,2019,3,"BANK MANDIRI",3,5884
"S3_332",1,150000000,2017,1,"BNI",3,5884
"S3_363",1,100000000,2019,3,"BANK MANDIRI",3,5884
"S3_363",2,500000000,2021,4,"BRI",3,5884
"S3_405",1,130000000,2017,1,"BANK MANDIRI",3,5884
"S3_405",2,200000000,2019,1,"BANK MANDIRI",3,5884
"S3_41",1,100000000,2020,1,"BANK MANDIRI",3,5884
"S3_410",1,100000000,2019,98,"BANK MANDIRI",3,5884
"S3_433",1,200000000,2018,98,"BRI",3,5884
"S3_438",1,200000000,2020,98,"BANK MANDIRI",3,5884
"S3_48",1,200000000,2020,2,"BNI",3,5884
"S3_488",1,150000000,2019,1,"BANK MANDIRI",3,5884
"S3_49",1,150000000,2018,1,"BANK MANDIRI",3,5884
"S3_562",1,160000000,2018,3,"BNI",1,5884
"S3_63",1,60000000,2018,98,"BANK MANDIRI",3,5884
"S3_639",1,200000000,2019,1,"BANK MANDIRI",3,5884
"S3_74",1,49000000,2018,3,"BANK MANDIRI",3,5884
"S3_78",1,200000000,2018,1,"BANK MANDIRI",3,5884
"S40_12",1,200000000,2018,3,"BRI",1,1112
"S40_15",1,50000000,2020,3,"BRI",3,1112
"S40_2",1,50000000,2020,3,"BRI",3,1112
"S40_20",1,50000000,2020,3,"BRI",3,1112
"S40_24",1,50000000,2020,3,"BRI",3,1112
"S40_29",1,200000000,2016,3,"BRI",3,1112
"S40_4",1,100000000,2016,3,"BRI",3,1112
"S40_41",1,100000000,2019,3,"BRI",3,1112
"S40_44",1,50000000,2018,3,"BRI",3,1112
"S40_45",1,100000000,2019,1,"BRI",1,1112
"S40_46",1,150000000,2017,3,"BRI",3,1112
"S40_53",1,30000000,2020,2,"BRI",3,1112
"S40_53",2,50000000,2020,3,"BRI",3,1112
"S40_6",1,150000000,2016,3,"BRI",3,1112
"S40_6",2,220000000,2018,3,"BRI",3,1112
"S40_60",1,50000000,2020,1,"BRI",3,1112
"S40_72",1,150000000,2017,1,"BRI",3,1112
"S40_82",1,50000000,2020,3,"BRI",3,1112
"S4_10",1,50000000,2018,3,"BANK MANDIRI",3,5903
"S4_101",1,80000000,2018,3,"BANK MANDIRI",3,5903
"S4_108",1,50000000,2016,1,"BANK MANDIRI",3,5903
"S4_125",1,50000000,2020,3,"BANK MANDIRI",3,5903
"S4_127",1,100000000,2017,1,"BANK MANDIRI",3,5903
"S4_14",1,150000000,2018,1,"BRI",3,5903
"S4_141",2,100000000,2018,98,"BRI",3,5903
"S4_141",1,50000000,2013,98,"BRI",3,5903
"S4_146",2,100000000,2018,98,"BANK MANDIRI",3,5903
"S4_146",3,100000000,2019,98,"BANK MANDIRI",1,5903
"S4_146",1,100000000,2016,98,"BANK MANDIRI",3,5903
"S4_167",1,40000000,2016,3,"BANK MANDIRI",3,5903
"S4_176",1,100000000,2019,1,"BANK MANDIRI",3,5903
"S4_20",1,150000000,2020,98,"BNI",3,5903
"S4_213",1,100000000,2019,1,"BANK MANDIRI",1,5903
"S4_219",1,200000000,2019,3,"BANK MANDIRI",3,5903
"S4_24",1,50000000,2020,3,"BANK MANDIRI",3,5903
"S4_248",1,50000000,2016,1,"BANK MANDIRI",3,5903
"S4_248",2,65000000,2018,4,"BANK MANDIRI",3,5903
"S4_26",1,100000000,2017,2,"BANK MANDIRI",3,5903
"S4_26",2,180000000,2019,1,"BANK MANDIRI",3,5903
"S4_283",1,100000000,2019,1,"BANK MANDIRI",3,5903
"S4_30",1,100000000,2019,1,"BNI",3,5903
"S4_307",1,100000000,2016,1,"BANK MANDIRI",3,5903
"S4_31",1,25000000,2017,98,"BRI",3,5903
"S4_31",3,275000000,2019,1,"BNI",3,5903
"S4_31",2,150000000,2018,1,"BNI",3,5903
"S4_38",1,100000000,2019,1,"BANK JATENG",3,5903
"S4_42",1,50000000,2019,3,"BANK MANDIRI",3,5903
"S4_44",1,50000000,2019,3,"BNI",3,5903
"S4_580",1,500000000,2017,1,"BRI",3,5903
"S4_585",1,100000000,2016,3,"BANK MANDIRI",3,5903
"S4_586",1,100000000,2019,3,"BNI",3,5903
"S4_610",1,40000000,2020,1,"BANK MANDIRI",3,5903
"S4_624",2,25000000,2017,3,"BRI",3,5903
"S4_624",1,10000000,2010,3,"BRI",3,5903
"S4_634",1,30000000,2018,3,"BANK MANDIRI",3,5903
"S4_79",1,100000000,2018,98,"BANK MANDIRI",3,5903
"S4_90",1,15000000,2012,3,"BRI",3,5903
"S4_90",2,200000000,2018,3,"BANK MANDIRI",3,5903
"S4_95",1,150000000,2020,3,"BANK MANDIRI",3,5903
"S5_1019",1,20000000,2019,3,"BRI",3,7192
"S5_1034",3,15000000,2019,3,"BRI",3,7192
"S5_1034",1,10000000,2016,3,"BRI",3,7192
"S5_1034",2,9000000,2017,4,"BRI",3,7192
"S5_1042",1,15000000,2017,3,"BRI",3,7192
"S5_1044",1,5000000,2016,3,"BRI",3,7192
"S5_1044",2,25000000,2018,3,"BRI",3,7192
"S5_105",1,20000000,2016,3,"BRI",3,7192
"S5_1068",1,10000000,2014,3,"BRI",3,7192
"S5_1068",2,20000000,2019,3,"BRI",3,7192
"S5_1091",1,10000000,2018,3,"BRI",3,7192
"S5_1091",2,15000000,2020,3,"BRI",3,7192
"S5_1110",1,20000000,2019,3,"BRI",3,7192
"S5_1113",1,10000000,2020,2,"BRI",3,7192
"S5_1113",2,11000000,2021,2,"BRI",3,7192
"S5_1115",1,10000000,2018,1,"BRI",3,7192
"S5_1115",2,30000000,2018,1,"BRI",3,7192
"S5_1133",1,3000000,2020,3,"BRI",3,7192
"S5_1135",1,10000000,2019,3,"BRI",3,7192
"S5_1182",1,250000000,2020,3,"BRI",3,7192
"S5_1197",2,25000000,2020,3,"BRI",3,7192
"S5_1197",1,10000000,2019,3,"BRI",3,7192
"S5_1205",2,25000000,2018,3,"BRI",3,7192
"S5_1205",1,25000000,2016,3,"BRI",1,7192
"S5_1235",2,10000000,2016,3,"BRI",3,7192
"S5_1235",1,5000000,2015,3,"BRI",3,7192
"S5_127",3,15000000,2016,3,"BRI",3,7192
"S5_127",2,10000000,2015,3,"BRI",3,7192
"S5_127",1,2000000,2013,3,"BRI",1,7192
"S5_127",4,20000000,2020,3,"BRI",3,7192
"S5_1295",2,12000000,2019,3,"BRI",3,7192
"S5_1295",3,25000000,2020,3,"BRI",3,7192
"S5_1295",1,8000000,2019,3,"BRI",3,7192
"S5_1296",2,25000000,2019,3,"BRI",3,7192
"S5_1296",1,25000000,2019,3,"BRI",3,7192
"S5_1306",2,25000000,2020,3,"BRI",3,7192
"S5_1306",1,25000000,2019,1,"BRI",3,7192
"S5_1315",1,10000000,2018,1,"BRI",3,7192
"S5_1315",2,25000000,2020,1,"BRI",3,7192
"S5_1316",1,25000000,2018,3,"BRI",3,7192
"S5_1316",2,30000000,2020,3,"BRI",3,7192
"S5_1318",1,20000000,2017,3,"BRI",1,7192
"S5_1318",2,25000000,2020,3,"BRI",1,7192
"S5_1358",1,25000000,2018,1,"BRI",3,7192
"S5_1362",1,10000000,2019,3,"BRI",3,7192
"S5_1362",2,5000000,2020,98,"BRI",3,7192
"S5_1366",1,10000000,2018,3,"BRI",3,7192
"S5_1366",2,25000000,2019,3,"BRI",3,7192
"S5_1381",1,10000000,2019,3,"BRI",3,7192
"S5_1381",2,25000000,2020,3,"BRI",3,7192
"S5_1385",3,25000000,2018,3,"BRI",3,7192
"S5_1385",1,8000000,2015,3,"BRI",3,7192
"S5_1385",2,20000000,2017,3,"BRI",3,7192
"S5_1396",5,15000000,2015,3,"BRI",3,7192
"S5_1396",6,25000000,2017,3,"BRI",3,7192
"S5_1396",4,15000000,2012,3,"BRI",3,7192
"S5_1396",2,5000000,2009,3,"BRI",3,7192
"S5_1396",1,3000000,2007,3,"BRI",3,7192
"S5_1396",3,10000000,2011,3,"BRI",3,7192
"S5_1396",7,25000000,2019,3,"BRI",3,7192
"S5_1413",1,25000000,2018,3,"BRI",3,7192
"S5_1413",2,25000000,2019,3,"BRI",3,7192
"S5_1413",3,50000000,2020,3,"BRI",3,7192
"S5_1422",2,15000000,2018,3,"BRI",3,7192
"S5_1422",1,8000000,2016,3,"BRI",3,7192
"S5_145",1,25000000,2016,3,"BRI",3,7192
"S5_145",2,25000000,2013,3,"BRI",3,7192
"S5_1465",2,20000000,2020,3,"BRI",1,7192
"S5_1465",1,15000000,2018,3,"BRI",3,7192
"S5_1478",1,25000000,2016,1,"BRI",3,7192
"S5_1478",4,20000000,2019,1,"BRI",3,7192
"S5_1478",3,20000000,2018,1,"BRI",3,7192
"S5_1478",2,25000000,2018,1,"BRI",3,7192
"S5_1478",5,20000000,2019,1,"BRI",3,7192
"S5_1478",6,50000000,2020,1,"BRI",3,7192
"S5_1479",1,10000000,2020,3,"BRI",3,7192
"S5_1483",1,15000000,2018,3,"BRI",3,7192
"S5_1483",2,15000000,2019,3,"BRI",3,7192
"S5_1483",3,3000000,2020,3,"BRI",3,7192
"S5_149",1,25000000,2018,3,"BRI",3,7192
"S5_1504",2,10000000,2019,3,"BRI",1,7192
"S5_1504",1,5000000,2017,3,"BRI",3,7192
"S5_153",2,8000000,2019,3,"BRI",3,7192
"S5_153",1,4000000,2018,3,"BRI",3,7192
"S5_1535",1,20000000,2018,3,"BRI",3,7192
"S5_1535",2,20000000,2019,3,"BRI",3,7192
"S5_1574",1,15000000,2019,1,"BRI",3,7192
"S5_1577",1,25000000,2010,3,"BRI",3,7192
"S5_1577",3,25000000,2018,3,"BRI",3,7192
"S5_1577",2,25000000,2014,3,"BRI",3,7192
"S5_1588",1,15000000,2017,1,"BRI",3,7192
"S5_1588",2,20000000,2019,1,"BRI",3,7192
"S5_1597",2,20000000,2018,3,"BRI",3,7192
"S5_1597",1,10000000,2016,3,"BRI",3,7192
"S5_1597",3,30000000,2020,3,"BRI",3,7192
"S5_1640",1,10000000,2015,1,"BRI",3,7192
"S5_1640",2,5000000,2017,1,"BRI",3,7192
"S5_1640",3,5000000,2020,1,"BRI",3,7192
"S5_1646",3,25000000,2019,3,"BRI",3,7192
"S5_1646",1,25000000,2016,3,"BRI",3,7192
"S5_1646",2,25000000,2018,3,"BRI",3,7192
"S5_1669",2,25000000,2019,3,"BRI",3,7192
"S5_1669",1,25000000,2017,3,"BRI",3,7192
"S5_1709",1,5000000,2016,3,"BRI",3,7192
"S5_1710",2,25000000,2020,1,"BRI",3,7192
"S5_1710",1,15000000,2019,1,"BRI",3,7192
"S5_1714",2,25000000,2019,3,"BRI",3,7192
"S5_1714",1,20000000,2018,3,"BRI",3,7192
"S5_1729",1,10000000,2018,3,"BRI",3,7192
"S5_1729",2,10000000,2020,3,"BRI",3,7192
"S5_1732",2,25000000,2016,1,"BRI",3,7192
"S5_1732",1,25000000,2014,1,"BRI",3,7192
"S5_1749",3,15000000,2020,3,"BRI",3,7192
"S5_1749",1,6000000,2018,3,"BRI",3,7192
"S5_1749",2,6000000,2019,3,"BRI",3,7192
"S5_1758",1,20000000,2017,3,"BRI",3,7192
"S5_1758",2,5000000,2019,4,"BTPN",3,7192
"S5_1771",2,10000000,2019,3,"BRI",3,7192
"S5_1771",1,4000000,2018,3,"BRI",3,7192
"S5_1840",1,25000000,2018,1,"BRI",3,7192
"S5_1840",2,50000000,2020,1,"BRI",3,7192
"S5_187",2,25000000,2018,1,"BRI",3,7192
"S5_187",1,25000000,2016,1,"BRI",3,7192
"S5_1888",1,25000000,2016,1,"BRI",3,7192
"S5_1898",1,20000000,2018,3,"BRI",3,7192
"S5_1898",2,25000000,2020,3,"BRI",3,7192
"S5_1902",2,50000000,2020,3,"BRI",3,7192
"S5_1902",1,30000000,2018,3,"BRI",3,7192
"S5_191",2,100000000,2019,1,"BANK MANDIRI",3,7192
"S5_191",1,25000000,2018,3,"BRI",3,7192
"S5_1919",2,10000000,2020,1,"BRI",3,7192
"S5_1919",1,20000000,2018,1,"BRI",3,7192
"S5_1922",1,5000000,2016,3,"BRI",3,7192
"S5_1927",1,10000000,2012,3,"BRI",3,7192
"S5_1927",3,25000000,2016,3,"BRI",3,7192
"S5_1927",4,25000000,2019,3,"BRI",3,7192
"S5_1927",2,10000000,2014,3,"BRI",3,7192
"S5_194",1,6000000,2019,3,"BRI",3,7192
"S5_194",2,15000000,2020,3,"BRI",3,7192
"S5_1942",2,25000000,2020,4,"BRI",3,7192
"S5_1942",1,15000000,2017,3,"BRI",3,7192
"S5_1954",1,15000000,2019,3,"BRI",3,7192
"S5_1967",1,5000000,2019,1,"BRI",1,7192
"S5_1991",3,25000000,2020,3,"BRI",3,7192
"S5_1991",4,25000000,2021,3,"BRI",3,7192
"S5_1991",1,10000000,2014,3,"BRI",3,7192
"S5_1991",2,20000000,2016,3,"BRI",3,7192
"S5_2005",2,20000000,2017,2,"BRI",3,7192
"S5_2005",1,7000000,2015,3,"BRI",3,7192
"S5_2005",3,20000000,2020,3,"BRI",3,7192
"S5_207",2,5000000,2018,3,"BRI",3,7192
"S5_207",1,5000000,2016,3,"BRI",3,7192
"S5_21",1,25000000,2013,3,"BRI",3,7192
"S5_21",2,25000000,2015,3,"BRI",3,7192
"S5_21",3,25000000,2017,3,"BRI",3,7192
"S5_21",4,50000000,2020,3,"BRI",3,7192
"S5_211",2,30000000,2019,1,"BRI",3,7192
"S5_211",1,10000000,2016,1,"BRI",3,7192
"S5_2160",2,20000000,2019,3,"BRI",3,7192
"S5_2160",3,25000000,2020,3,"BRI",3,7192
"S5_2160",1,10000000,2018,3,"BRI",3,7192
"S5_2167",1,10000000,2016,1,"BRI",3,7192
"S5_2167",2,10000000,2018,3,"BRI",3,7192
"S5_2174",3,15000000,2020,3,"BRI",3,7192
"S5_2174",1,10000000,2016,3,"BRI",3,7192
"S5_2174",2,15000000,2017,3,"BRI",3,7192
"S5_2211",1,10000000,2017,3,"BRI",1,7192
"S5_234",2,25000000,2017,3,"BRI",3,7192
"S5_234",1,20000000,2015,3,"BRI",3,7192
"S5_234",3,25000000,2019,3,"BRI",3,7192
"S5_2344",1,15000000,2016,1,"BRI",3,7192
"S5_2344",2,25000000,2018,1,"BRI",3,7192
"S5_2344",3,50000000,2019,4,"BRI",3,7192
"S5_2344",4,25000000,2020,1,"BRI",3,7192
"S5_2348",1,8000000,2016,3,"BRI",3,7192
"S5_2348",3,15000000,2020,3,"BRI",3,7192
"S5_2348",2,10000000,2018,3,"BRI",3,7192
"S5_2358",1,15000000,2018,3,"BRI",3,7192
"S5_2358",2,25000000,2020,3,"BRI",3,7192
"S5_2386",2,25000000,2020,1,"BRI",3,7192
"S5_2386",1,5000000,2019,1,"BRI",3,7192
"S5_2395",3,10000000,2014,3,"BRI",3,7192
"S5_2395",1,5000000,2010,3,"BRI",3,7192
"S5_2395",4,10000000,2016,3,"BRI",3,7192
"S5_2395",5,20000000,2019,3,"BRI",3,7192
"S5_2395",2,5000000,2012,3,"BRI",3,7192
"S5_2418",1,11000000,2019,1,"BRI",3,7192
"S5_2424",2,35000000,2020,3,"BRI",3,7192
"S5_2424",1,25000000,2019,3,"BRI",3,7192
"S5_244",1,15000000,2019,3,"BRI",3,7192
"S5_246",1,5000000,2017,3,"BRI",3,7192
"S5_247",1,25000000,2019,3,"BRI",3,7192
"S5_250",1,10000000,2010,1,"BRI",3,7192
"S5_250",2,15000000,2016,1,"BRI",3,7192
"S5_251",3,20000000,2020,3,"BRI",3,7192
"S5_251",2,15000000,2019,3,"BRI",3,7192
"S5_251",1,10000000,2018,3,"BANK MANDIRI",3,7192
"S5_256",1,5000000,2019,1,"BRI",3,7192
"S5_2609",1,10000000,2018,3,"BRI",3,7192
"S5_2613",1,25000000,2019,1,"BRI",3,7192
"S5_2617",1,25000000,2018,3,"BRI",3,7192
"S5_265",3,25000000,2018,1,"BRI",3,7192
"S5_265",2,25000000,2017,1,"BRI",3,7192
"S5_265",1,20000000,2016,1,"BRI",3,7192
"S5_2741",1,15000000,2019,2,"BRI",3,7192
"S5_2741",2,30000000,2020,2,"BRI",3,7192
"S5_2748",1,25000000,2020,3,"BRI",3,7192
"S5_279",1,24000000,2019,1,"BRI",3,7192
"S5_2798",2,25000000,2018,1,"BRI",3,7192
"S5_2798",1,25000000,2017,1,"BRI",3,7192
"S5_281",1,24900000,2019,2,"BRI",3,7192
"S5_2821",2,25000000,2019,3,"BRI",1,7192
"S5_2821",1,15000000,2018,3,"BRI",3,7192
"S5_293",1,24000000,2018,3,"BRI",3,7192
"S5_2965",1,20000000,2020,3,"BRI",3,7192
"S5_30",1,16000000,2019,3,"BRI",3,7192
"S5_30",3,5000000,2016,3,"BRI",3,7192
"S5_30",2,8000000,2017,3,"BRI",3,7192
"S5_3003",1,10000000,2017,1,"BRI",3,7192
"S5_3022",1,10000000,2017,3,"BRI",3,7192
"S5_3025",1,10000000,2017,3,"BRI",3,7192
"S5_309",1,20000000,2018,3,"BRI",3,7192
"S5_312",1,15000000,2018,3,"BRI",3,7192
"S5_312",3,8000000,2020,3,"BRI",3,7192
"S5_312",2,25000000,2019,3,"BRI",3,7192
"S5_316",1,5000000,2016,3,"BRI",3,7192
"S5_3204",2,25000000,2019,3,"BRI",3,7192
"S5_3204",1,20000000,2016,3,"BRI",3,7192
"S5_3206",1,6000000,2017,3,"BRI",3,7192
"S5_3206",2,20000000,2017,4,"BRI",3,7192
"S5_3206",3,25000000,2018,3,"BRI",3,7192
"S5_3206",5,25000000,2019,3,"BRI",3,7192
"S5_3206",4,25000000,2018,4,"BRI",3,7192
"S5_325",3,70000000,2019,3,"BRI",3,7192
"S5_325",2,35000000,2016,3,"BRI",3,7192
"S5_325",1,25000000,2014,3,"BRI",3,7192
"S5_332",1,20000000,2019,1,"BRI",3,7192
"S5_340",3,15000000,2019,3,"BRI",3,7192
"S5_340",1,5000000,2017,3,"BRI",3,7192
"S5_340",2,10000000,2018,3,"BRI",3,7192
"S5_340",4,30000000,2020,3,"BRI",3,7192
"S5_3406",1,15000000,2019,3,"BRI",3,7192
"S5_351",1,6000000,2016,3,"BRI",3,7192
"S5_36",2,25000000,2020,3,"BRI",3,7192
"S5_36",1,25000000,2018,3,"BRI",3,7192
"S5_370",1,10000000,2019,3,"BRI",3,7192
"S5_376",4,25000000,2019,3,"BRI",3,7192
"S5_376",2,25000000,2017,3,"BRI",3,7192
"S5_376",3,6000000,2018,3,"BRI",3,7192
"S5_376",1,10000000,2012,3,"BRI",3,7192
"S5_377",1,20000000,2010,1,"BRI",1,7192
"S5_377",4,20000000,2015,1,"BRI",1,7192
"S5_377",5,25000000,2017,1,"BRI",3,7192
"S5_377",2,20000000,2011,1,"BRI",3,7192
"S5_377",3,20000000,2013,1,"BRI",3,7192
"S5_385",1,25000000,2018,1,"BRI",3,7192
"S5_39",1,15000000,2019,3,"BRI",1,7192
"S5_405",1,25000000,2019,1,"BRI",3,7192
"S5_428",2,25000000,2020,3,"BRI",3,7192
"S5_428",1,10000000,2018,3,"BRI",1,7192
"S5_438",1,10000000,2020,3,"BRI",3,7192
"S5_450",1,10000000,2017,3,"BRI",3,7192
"S5_454",1,25000000,2020,1,"BRI",3,7192
"S5_456",3,25000000,2020,3,"BRI",3,7192
"S5_456",2,25000000,2019,3,"BRI",3,7192
"S5_456",1,25000000,2018,3,"BRI",3,7192
"S5_460",3,25000000,2020,3,"BRI",3,7192
"S5_460",1,10000000,2016,3,"BRI",3,7192
"S5_460",2,15000000,2018,3,"BRI",3,7192
"S5_463",1,10000000,2015,3,"BRI",3,7192
"S5_463",3,100000000,2019,3,"BRI",3,7192
"S5_463",2,25000000,2017,3,"BRI",3,7192
"S5_464",1,25000000,2020,3,"BRI",3,7192
"S5_472",1,10000000,2018,3,"BRI",3,7192
"S5_48",2,25000000,2019,1,"BRI",3,7192
"S5_48",1,16000000,2017,1,"BRI",3,7192
"S5_50",3,100000000,2020,3,"BRI",3,7192
"S5_50",1,8000000,2018,3,"BRI",3,7192
"S5_50",2,25000000,2019,3,"BRI",3,7192
"S5_52",1,15000000,2019,1,"BRI",3,7192
"S5_52",2,35000000,2020,2,"BRI",3,7192
"S5_520",1,15000000,2017,3,"BRI",3,7192
"S5_520",3,20000000,2020,3,"BRI",3,7192
"S5_520",2,15000000,2018,3,"BRI",3,7192
"S5_530",2,6000000,2020,3,"BRI",3,7192
"S5_530",1,10000000,2019,3,"BRI",3,7192
"S5_533",2,25000000,2019,1,"BRI",3,7192
"S5_533",3,50000000,2020,3,"BRI",3,7192
"S5_533",1,20000000,2018,1,"BRI",3,7192
"S5_534",1,10000000,2018,3,"BRI",3,7192
"S5_534",2,15000000,2019,3,"BRI",3,7192
"S5_54",1,25000000,2018,3,"BRI",3,7192
"S5_54",2,30000000,2020,3,"BRI",3,7192
"S5_547",2,15000000,2019,3,"BRI",3,7192
"S5_547",1,5000000,2018,3,"BRI",3,7192
"S5_547",3,25000000,2020,3,"BRI",3,7192
"S5_552",1,25000000,2018,1,"BRI",3,7192
"S5_557",3,40000000,2020,3,"BRI",3,7192
"S5_557",2,25000000,2018,4,"BRI",3,7192
"S5_557",1,15000000,2017,1,"BRI",3,7192
"S5_560",2,25000000,2018,3,"BRI",3,7192
"S5_560",1,10000000,2016,3,"BRI",3,7192
"S5_560",3,25000000,2020,3,"BRI",3,7192
"S5_569",2,15000000,2018,3,"BRI",3,7192
"S5_569",1,5000000,2013,3,"BRI",3,7192
"S5_58",1,15000000,2016,3,"BRI",3,7192
"S5_58",2,25000000,2018,3,"BRI",3,7192
"S5_583",6,30000000,2020,1,"BRI",3,7192
"S5_583",4,15000000,2016,3,"BRI",3,7192
"S5_583",2,6000000,2005,3,"BRI",3,7192
"S5_583",1,2000000,2004,3,"BRI",3,7192
"S5_583",5,22000000,2017,1,"BRI",3,7192
"S5_583",3,9000000,2010,3,"BRI",3,7192
"S5_585",5,10000000,2019,1,"BRI",1,7192
"S5_585",1,5000000,2010,1,"BRI",3,7192
"S5_585",2,8000000,2012,1,"BRI",3,7192
"S5_585",3,15000000,2014,1,"BRI",3,7192
"S5_585",4,10000000,2017,1,"BRI",3,7192
"S5_587",1,10000000,2019,3,"BRI",3,7192
"S5_597",1,25000000,2019,3,"BRI",3,7192
"S5_598",3,25000000,2011,3,"BRI",3,7192
"S5_598",2,10000000,2009,3,"BRI",3,7192
"S5_598",1,5000000,2007,3,"BRI",3,7192
"S5_598",4,25000000,2014,3,"BRI",3,7192
"S5_598",6,25000000,2019,3,"BRI",3,7192
"S5_598",5,25000000,2017,3,"BRI",3,7192
"S5_601",1,25000000,2018,3,"BRI",1,7192
"S5_602",1,25000000,2019,3,"BRI",3,7192
"S5_61",2,20000000,2016,1,"BRI",3,7192
"S5_61",1,7000000,2015,1,"BANK DANAMON",3,7192
"S5_61",3,25000000,2019,1,"BRI",3,7192
"S5_616",2,15000000,2018,1,"BRI",3,7192
"S5_616",1,10000000,2016,1,"BRI",3,7192
"S5_616",3,15000000,2020,1,"BRI",3,7192
"S5_619",1,25000000,2019,3,"BRI",3,7192
"S5_621",1,25000000,2018,3,"BRI",1,7192
"S5_623",1,25000000,2019,3,"BRI",3,7192
"S5_623",2,15000000,2018,3,"BRI",3,7192
"S5_634",1,5000000,2017,3,"BRI",1,7192
"S5_634",2,10000000,2019,3,"BRI",1,7192
"S5_635",2,25000000,2019,3,"BRI",3,7192
"S5_635",1,25000000,2017,3,"BRI",1,7192
"S5_644",1,10000000,2016,3,"BRI",3,7192
"S5_644",2,20000000,2018,1,"BRI",1,7192
"S5_649",3,10000000,2017,3,"BRI",3,7192
"S5_649",4,15000000,2019,3,"BRI",3,7192
"S5_649",1,3000000,2014,3,"BRI",3,7192
"S5_649",2,6000000,2015,3,"BRI",3,7192
"S5_654",1,10000000,2017,1,"BRI",3,7192
"S5_654",2,15000000,2019,1,"BRI",3,7192
"S5_66",1,25000000,2019,3,"BRI",3,7192
"S5_673",1,15000000,2017,3,"BRI",3,7192
"S5_673",2,20000000,2019,3,"BRI",3,7192
"S5_676",1,20000000,2019,1,"BRI",3,7192
"S5_680",1,10000000,2018,3,"BRI",3,7192
"S5_688",1,24000000,2016,1,"BRI",3,7192
"S5_715",1,25000000,2017,3,"BRI",3,7192
"S5_715",2,25000000,2019,3,"BRI",3,7192
"S5_722",1,25000000,2017,3,"BRI",3,7192
"S5_726",2,25000000,2017,1,"BRI",3,7192
"S5_726",1,20000000,2015,1,"BRI",3,7192
"S5_733",2,25000000,2018,3,"BRI",3,7192
"S5_733",1,20000000,2017,3,"BRI",3,7192
"S5_733",4,50000000,2020,3,"BRI",3,7192
"S5_733",3,25000000,2019,3,"BRI",3,7192
"S5_736",3,2000000,2019,3,"BRI",3,7192
"S5_736",2,3000000,2018,3,"BRI",3,7192
"S5_736",1,2000000,2017,3,"BRI",3,7192
"S5_736",4,3000000,2020,3,"BRI",3,7192
"S5_746",2,20000000,2020,3,"BRI",3,7192
"S5_746",1,10000000,2018,3,"BRI",1,7192
"S5_765",2,25000000,2019,3,"BRI",3,7192
"S5_765",1,25000000,2016,1,"BRI",3,7192
"S5_772",3,25000000,2015,3,"BRI",3,7192
"S5_772",1,1000000,2013,3,"BRI",3,7192
"S5_772",2,2000000,2014,3,"BRI",3,7192
"S5_772",4,25000000,2018,3,"BRI",3,7192
"S5_787",3,50000000,2020,3,"BRI",1,7192
"S5_787",2,25000000,2018,3,"BRI",3,7192
"S5_787",1,20000000,2017,3,"BRI",3,7192
