"id_unique","bi03_no","bi03a","bi03b","bi03c","wgt"
"S5_207",1,1,3,100,7192
"S5_21",1,1,3,100,7192
"S5_211",1,1,3,100,7192
"S5_2160",1,1,3,100,7192
"S5_2167",1,1,3,100,7192
"S5_2174",1,1,3,100,7192
"S5_2211",1,1,3,100,7192
"S5_234",1,1,3,100,7192
"S5_2344",2,2,1,50,7192
"S5_2344",1,1,3,50,7192
"S5_2348",1,1,3,100,7192
"S5_2358",1,1,3,100,7192
"S5_2386",1,1,3,100,7192
"S5_2395",1,5,3,100,7192
"S5_2418",1,1,3,100,7192
"S5_2424",1,1,3,50,7192
"S5_2424",2,2,1,50,7192
"S5_244",2,2,1,50,7192
"S5_244",1,1,3,50,7192
"S5_246",1,1,3,100,7192
"S5_247",1,1,3,100,7192
"S5_250",1,1,3,100,7192
"S5_251",1,1,3,100,7192
"S5_256",1,1,3,100,7192
"S5_2609",1,1,3,100,7192
"S5_2613",2,2,1,50,7192
"S5_2613",1,1,3,50,7192
"S5_2617",1,1,3,100,7192
"S5_265",1,1,3,100,7192
"S5_2741",1,1,3,50,7192
"S5_2741",2,2,1,50,7192
"S5_2748",1,3,1,100,7192
"S5_279",1,1,3,100,7192
"S5_2798",1,1,3,100,7192
"S5_281",2,1,3,50,7192
"S5_281",1,5,3,50,7192
"S5_2821",1,1,3,100,7192
"S5_293",1,1,3,100,7192
"S5_2965",1,1,3,100,7192
"S5_30",1,1,3,100,7192
"S5_3003",1,1,3,100,7192
"S5_3022",1,1,3,100,7192
"S5_3025",1,1,3,100,7192
"S5_309",1,1,3,100,7192
"S5_312",1,1,3,100,7192
"S5_316",1,1,3,100,7192
"S5_3204",1,1,3,50,7192
"S5_3204",2,2,1,50,7192
"S5_3206",1,1,3,33,7192
"S5_3206",2,3,1,34,7192
"S5_3206",3,3,3,33,7192
"S5_325",1,1,3,100,7192
"S5_332",1,1,3,100,7192
"S5_340",1,1,3,100,7192
"S5_3406",1,1,3,100,7192
"S5_351",1,1,3,100,7192
"S5_36",1,1,3,100,7192
"S5_370",1,1,3,100,7192
"S5_376",1,2,1,100,7192
"S5_377",1,1,3,100,7192
"S5_385",1,1,3,100,7192
"S5_39",1,1,3,100,7192
"S5_405",1,1,3,100,7192
"S5_428",1,1,3,50,7192
"S5_428",2,2,1,50,7192
"S5_438",2,2,1,50,7192
"S5_438",1,1,3,50,7192
"S5_450",1,1,1,100,7192
"S5_454",1,1,3,100,7192
"S5_456",1,1,3,50,7192
"S5_456",2,2,1,50,7192
"S5_460",1,1,3,100,7192
"S5_463",1,1,3,100,7192
"S5_464",1,1,3,50,7192
"S5_464",2,2,1,50,7192
"S5_472",1,1,3,100,7192
"S5_48",1,1,3,100,7192
"S5_50",1,1,1,100,7192
"S5_52",1,1,3,100,7192
"S5_520",1,1,3,100,7192
"S5_530",1,1,3,100,7192
"S5_533",1,1,3,100,7192
"S5_534",1,1,3,100,7192
"S5_54",1,1,3,100,7192
"S5_547",1,1,3,100,7192
"S5_552",1,1,3,100,7192
"S5_557",1,1,3,100,7192
"S5_560",1,1,3,100,7192
"S5_569",1,1,3,100,7192
"S5_58",1,1,3,100,7192
"S5_583",1,1,3,100,7192
"S5_585",1,1,3,100,7192
"S5_587",1,1,3,100,7192
"S5_597",1,1,3,100,7192
"S5_598",1,1,3,100,7192
"S5_601",2,2,1,50,7192
"S5_601",1,1,3,50,7192
"S5_602",1,1,3,100,7192
"S5_61",1,1,3,100,7192
"S5_616",1,1,3,100,7192
"S5_619",1,1,3,100,7192
"S5_621",1,1,3,100,7192
"S5_623",1,1,3,100,7192
"S5_634",1,1,3,100,7192
"S5_635",1,1,3,100,7192
"S5_644",1,1,3,100,7192
"S5_649",1,1,3,100,7192
"S5_654",1,1,3,100,7192
"S5_66",1,1,3,100,7192
"S5_673",1,1,3,50,7192
"S5_673",2,3,3,50,7192
"S5_676",2,2,1,50,7192
"S5_676",1,1,3,50,7192
"S5_680",1,1,3,100,7192
"S5_688",1,1,3,100,7192
"S5_715",2,2,1,50,7192
"S5_715",1,1,3,50,7192
"S5_722",1,1,3,100,7192
"S5_726",1,1,1,100,7192
"S5_733",1,1,1,100,7192
"S5_736",1,1,3,100,7192
"S5_746",2,3,3,50,7192
"S5_746",1,1,3,50,7192
"S5_765",1,1,3,100,7192
"S5_772",1,1,3,100,7192
"S5_787",1,1,3,100,7192
"S5_804",1,1,3,100,7192
"S5_806",1,1,3,100,7192
"S5_807",1,1,3,100,7192
"S5_829",1,5,3,100,7192
"S5_836",1,1,1,100,7192
"S5_838",1,1,3,100,7192
"S5_840",1,1,3,100,7192
"S5_852",1,1,3,100,7192
"S5_855",1,1,3,100,7192
"S5_867",1,1,3,100,7192
"S5_870",1,1,3,100,7192
"S5_872",1,1,3,100,7192
"S5_876",2,2,1,50,7192
"S5_876",1,1,3,50,7192
"S5_88",1,1,3,100,7192
"S5_897",1,1,3,100,7192
"S5_898",1,1,3,100,7192
"S5_908",1,1,3,100,7192
"S5_909",1,1,3,100,7192
"S5_910",1,1,3,100,7192
"S5_924",1,1,3,100,7192
"S5_964",1,1,3,100,7192
"S5_972",2,2,1,50,7192
"S5_972",1,1,3,50,7192
"S5_988",1,1,3,100,7192
"S5_995",1,1,3,100,7192
"S5_996",1,1,3,100,7192
"S6_1047",1,1,1,100,13170
"S6_1048",1,1,1,100,13170
"S6_1057",2,4,1,50,13170
"S6_1057",1,1,1,50,13170
"S6_1063",1,1,1,100,13170
"S6_1072",1,1,1,100,13170
"S6_1104",1,1,1,100,13170
"S6_1127",1,1,1,100,13170
"S6_1149",1,1,1,40,13170
"S6_1149",2,3,1,60,13170
"S6_1160",1,1,1,100,13170
"S6_1168",1,1,1,100,13170
"S6_1173",1,1,1,100,13170
"S6_1179",1,1,1,100,13170
"S6_1184",1,1,1,100,13170
"S6_1195",1,1,1,100,13170
"S6_1202",1,1,1,100,13170
"S6_1203",1,1,1,100,13170
"S6_1207",1,1,1,100,13170
"S6_1210",1,1,1,100,13170
"S6_1216",1,1,1,100,13170
"S6_122",1,1,1,100,13170
"S6_1221",1,1,1,100,13170
"S6_1228",1,1,1,100,13170
"S6_125",1,1,1,100,13170
"S6_1302",1,1,1,100,13170
"S6_1308",1,1,1,100,13170
"S6_1319",1,1,1,100,13170
"S6_1334",1,1,1,100,13170
"S6_1359",1,1,1,100,13170
"S6_1366",1,1,1,100,13170
"S6_1369",1,1,1,100,13170
"S6_1372",1,1,1,100,13170
"S6_1378",2,3,1,50,13170
"S6_1378",1,1,1,50,13170
"S6_1381",1,1,1,100,13170
"S6_1399",1,1,1,100,13170
"S6_1406",1,1,1,100,13170
"S6_1418",1,1,1,100,13170
"S6_1425",1,1,1,100,13170
"S6_1434",1,1,1,100,13170
"S6_1445",1,1,1,100,13170
"S6_145",1,1,1,100,13170
"S6_1455",3,4,1,30,13170
"S6_1455",2,4,1,30,13170
"S6_1455",1,1,1,40,13170
"S6_1467",1,1,1,100,13170
"S6_1469",1,1,1,100,13170
"S6_150",1,1,1,100,13170
"S6_1527",1,1,1,100,13170
"S6_153",1,1,1,100,13170
"S6_1548",1,1,1,100,13170
"S6_1563",1,1,1,100,13170
"S6_1564",1,1,1,100,13170
"S6_1566",1,1,1,100,13170
"S6_1567",1,1,1,100,13170
"S6_1570",1,1,1,100,13170
"S6_1577",1,1,1,100,13170
"S6_1579",1,1,1,100,13170
"S6_1586",1,1,1,100,13170
"S6_1619",1,1,1,100,13170
"S6_1621",1,1,1,100,13170
"S6_1627",1,1,1,100,13170
"S6_1640",1,1,1,100,13170
"S6_1649",1,1,1,100,13170
"S6_1660",1,1,1,100,13170
"S6_1665",1,1,1,100,13170
"S6_1667",1,1,1,100,13170
"S6_170",1,1,1,50,13170
"S6_170",2,4,1,50,13170
"S6_1705",1,1,1,100,13170
"S6_1717",1,1,1,100,13170
"S6_1728",1,1,1,100,13170
"S6_1729",1,1,1,100,13170
"S6_173",1,1,3,100,13170
"S6_1740",2,2,1,70,13170
"S6_1740",1,1,3,30,13170
"S6_1742",1,1,1,100,13170
"S6_1745",1,1,1,100,13170
"S6_1746",1,1,1,100,13170
"S6_1777",1,1,1,100,13170
"S6_1779",1,1,1,100,13170
"S6_1785",1,1,1,100,13170
"S6_1786",1,1,1,100,13170
"S6_1821",1,1,1,100,13170
"S6_1847",1,1,1,100,13170
"S6_1856",1,1,1,100,13170
"S6_1869",1,1,1,100,13170
"S6_1871",1,1,1,100,13170
"S6_1873",2,3,1,70,13170
"S6_1873",1,1,1,30,13170
"S6_1875",1,1,1,100,13170
"S6_19",1,1,1,100,13170
"S6_1927",1,1,1,100,13170
"S6_1949",1,1,1,100,13170
"S6_1971",1,1,1,100,13170
"S6_1976",1,1,3,100,13170
"S6_2",1,1,1,100,13170
"S6_2001",1,1,1,100,13170
"S6_201",1,1,1,100,13170
"S6_2023",1,1,1,100,13170
"S6_2028",1,1,1,100,13170
"S6_2036",1,1,1,100,13170
"S6_2103",1,1,1,100,13170
"S6_2107",1,1,1,100,13170
"S6_2150",1,1,1,100,13170
"S6_2151",1,1,1,100,13170
"S6_2156",1,1,1,100,13170
"S6_2157",1,1,1,100,13170
"S6_2169",1,1,1,100,13170
"S6_228",1,1,1,100,13170
"S6_2327",1,1,1,100,13170
"S6_2330",1,1,1,100,13170
"S6_2337",1,1,1,100,13170
"S6_2338",1,1,1,100,13170
"S6_2339",1,1,1,100,13170
"S6_2413",1,1,1,50,13170
"S6_2413",2,4,1,50,13170
"S6_2421",1,1,1,100,13170
"S6_244",1,1,1,100,13170
"S6_2443",1,1,1,100,13170
"S6_2444",1,1,1,100,13170
"S6_2468",1,1,1,100,13170
"S6_2492",1,1,1,100,13170
"S6_2494",2,3,3,50,13170
"S6_2494",1,1,1,50,13170
"S6_264",1,1,1,100,13170
"S6_2664",1,1,1,100,13170
"S6_2668",1,1,1,100,13170
"S6_269",1,1,1,100,13170
"S6_278",1,1,1,100,13170
"S6_282",1,1,1,100,13170
"S6_288",1,3,3,100,13170
"S6_293",1,1,1,100,13170
"S6_296",1,1,1,100,13170
"S6_316",1,1,1,100,13170
"S6_327",1,3,1,100,13170
"S6_356",1,1,1,100,13170
"S6_359",1,1,1,100,13170
"S6_36",1,1,1,100,13170
"S6_365",1,1,1,100,13170
"S6_380",1,1,1,100,13170
"S6_390",1,1,1,100,13170
"S6_3989",1,1,1,100,13170
"S6_3990",1,1,3,100,13170
"S6_3996",1,1,1,100,13170
"S6_401",1,1,1,100,13170
"S6_410",1,1,1,100,13170
"S6_423",1,1,1,100,13170
"S6_426",1,1,1,100,13170
"S6_433",1,1,3,100,13170
"S6_436",1,1,1,100,13170
"S6_456",1,1,1,100,13170
"S6_459",1,1,1,100,13170
"S6_460",1,1,1,100,13170
"S6_470",1,1,1,100,13170
"S6_479",1,1,1,100,13170
"S6_48",1,1,1,100,13170
"S6_482",1,1,1,100,13170
"S6_500",1,1,1,100,13170
"S6_509",1,1,1,100,13170
"S6_52",1,1,1,100,13170
"S6_53",1,1,1,100,13170
"S6_54",1,1,1,100,13170
"S6_546",1,1,1,100,13170
"S6_55",1,1,1,100,13170
"S6_558",1,1,1,100,13170
"S6_562",1,1,1,100,13170
"S6_569",1,1,1,100,13170
"S6_606",1,1,1,100,13170
"S6_613",1,1,1,100,13170
"S6_615",1,1,1,100,13170
"S6_650",1,1,1,100,13170
"S6_656",1,1,1,100,13170
"S6_664",1,1,1,100,13170
"S6_669",1,1,1,70,13170
"S6_669",2,2,3,30,13170
"S6_679",1,1,1,100,13170
"S6_71",1,1,1,100,13170
"S6_717",1,1,1,100,13170
"S6_737",1,1,1,100,13170
"S6_738",2,3,1,75,13170
"S6_738",1,1,1,25,13170
"S6_770",1,1,1,100,13170
"S6_774",1,1,1,100,13170
"S6_778",1,4,1,100,13170
"S6_784",1,1,1,100,13170
"S6_785",2,4,1,70,13170
"S6_785",1,1,1,30,13170
"S6_786",1,1,1,100,13170
"S6_795",1,1,1,50,13170
"S6_795",2,3,1,50,13170
"S6_81",1,1,1,100,13170
"S6_817",1,1,1,100,13170
"S6_823",1,1,1,100,13170
"S6_824",1,1,1,100,13170
"S6_830",1,1,1,100,13170
"S6_881",1,1,1,100,13170
"S6_883",1,1,1,100,13170
"S6_886",1,1,1,100,13170
"S6_91",1,1,1,100,13170
"S6_913",1,1,1,100,13170
"S6_916",1,1,1,100,13170
"S6_924",1,1,1,100,13170
"S6_929",1,1,1,100,13170
"S6_932",1,1,1,100,13170
"S6_94",1,1,1,100,13170
"S6_944",1,1,1,100,13170
"S6_96",1,1,1,100,13170
"S6_97",1,1,1,100,13170
"S6_972",1,1,1,100,13170
"S6_976",1,1,1,100,13170
"S6_994",1,1,1,100,13170
"S6_995",1,1,1,100,13170
"S7_113",2,2,1,50,1236
"S7_113",1,1,3,50,1236
"S7_12",1,1,3,100,1236
"S7_20",1,1,3,100,1236
"S7_3",1,1,3,100,1236
"S7_30",1,2,1,100,1236
"S7_33",2,2,1,50,1236
"S7_33",1,1,3,50,1236
"S7_49",1,1,3,100,1236
"S7_57",1,1,3,100,1236
"S7_60",1,2,1,100,1236
"S7_61",1,1,3,100,1236
"S7_68",1,1,3,50,1236
"S7_68",2,2,1,50,1236
"S7_75",1,1,3,50,1236
"S7_75",2,2,1,50,1236
"S7_79",1,1,3,100,1236
"S7_82",1,1,3,100,1236
"S7_87",1,1,3,100,1236
"S7_95",1,3,3,100,1236
"S8_103",1,1,1,100,2518
"S8_111",1,1,1,100,2518
"S8_116",1,1,1,100,2518
"S8_125",1,1,1,100,2518
"S8_189",1,1,1,100,2518
"S8_31",1,1,1,100,2518
"S8_320",1,1,1,100,2518
"S8_39",1,1,1,100,2518
"S8_53",1,1,1,100,2518
"S8_54",1,1,1,100,2518
"S8_7",1,1,1,100,2518
"S8_75",1,1,1,100,2518
"S8_78",1,1,1,100,2518
"S8_85",1,1,1,100,2518
"S8_86",1,1,1,100,2518
"S8_90",1,1,1,100,2518
"S9_10",1,1,3,50,998
"S9_10",2,2,1,50,998
"S9_11",1,1,3,100,998
"S9_12",2,1,3,50,998
"S9_12",1,2,1,50,998
"S9_21",2,1,3,50,998
"S9_21",1,2,1,50,998
"S9_30",1,1,3,100,998
"S9_33",1,1,3,50,998
"S9_33",2,3,3,50,998
"S9_37",1,1,3,100,998
"S9_41",2,1,3,50,998
"S9_41",1,2,1,50,998
"S9_43",1,1,3,100,998
"S9_48",1,1,3,100,998
"S9_52",2,2,1,50,998
"S9_52",1,1,3,50,998
"S9_54",1,1,3,100,998
"S9_55",1,1,3,100,998
"S9_61",1,1,3,100,998
"S9_67",2,2,1,50,998
"S9_67",1,1,3,50,998
"S9_7",1,3,3,60,998
"S9_7",2,1,3,40,998
